Store_ID,Date,Region,Brand,Budget_Local
S0573,2024-02-10,Hong Kong,KFC,64657.764207042681
S0574,2024-02-10,Hong Kong,KFC,33948.930083785337
S0575,2024-02-10,Hong Kong,KFC,59142.966286616771
S0576,2024-02-10,Hong Kong,KFC,31057.000587003244
S0577,2024-02-10,Hong Kong,KFC,59364.672287288631
S0578,2024-02-10,Hong Kong,KFC,64467.919066493989
S0579,2024-02-10,Hong Kong,KFC,51845.408733473232
S0580,2024-02-10,Hong Kong,KFC,68480.181741970955
S0581,2024-02-10,Hong Kong,KFC,53193.622072709062
S0582,2024-02-10,Hong Kong,KFC,48632.067206615866
S0583,2024-02-10,Hong Kong,KFC,24191.433316996317
S0584,2024-02-10,Hong Kong,KFC,37445.054156844555
S0585,2024-02-10,Hong Kong,KFC,55644.325822250576
S0586,2024-02-10,Hong Kong,KFC,43469.404884723917
S0587,2024-02-10,Hong Kong,KFC,80186.3365531935
S0588,2024-02-10,Hong Kong,KFC,78888.876356413166
S0589,2024-02-10,Hong Kong,KFC,69798.988897149364
S0590,2024-02-10,Hong Kong,KFC,63995.02628104735
S0591,2024-02-10,Hong Kong,KFC,86923.274840217433
S0592,2024-02-10,Hong Kong,KFC,51524.727694850211
S0593,2024-02-10,Hong Kong,KFC,39237.993942303336
S0594,2024-02-10,Hong Kong,KFC,38181.34045484582
S0595,2024-02-10,Hong Kong,KFC,37627.564783210422
S0596,2024-02-10,Hong Kong,KFC,68644.810795517144
S0597,2024-02-10,Hong Kong,KFC,86510.580120655111
S0598,2024-02-10,Hong Kong,KFC,62741.875902058
S0599,2024-02-10,Hong Kong,KFC,35203.30213895363
S0600,2024-02-10,Hong Kong,KFC,70988.197389735564
S0348,2024-02-10,Hong Kong,Pizza Hut,0.0
S0349,2024-02-10,Hong Kong,Pizza Hut,0.0
S0726,2024-02-10,Hong Kong,Pizza Hut,8466.6440213785736
S0729,2024-02-10,Hong Kong,Pizza Hut,3545.3462979036776
S0743,2024-02-10,Hong Kong,Pizza Hut,9457.7590982431047
S0753,2024-02-10,Hong Kong,Pizza Hut,11174.401208602221
S0757,2024-02-10,Hong Kong,Pizza Hut,11169.713331170848
S0765,2024-02-10,Hong Kong,Pizza Hut,32154.848394062046
S0766,2024-02-10,Hong Kong,Pizza Hut,41755.789981743234
S0767,2024-02-10,Hong Kong,Pizza Hut,45880.371172062034
S0768,2024-02-10,Hong Kong,Pizza Hut,27813.917548545593
S0769,2024-02-10,Hong Kong,Pizza Hut,23410.751305784979
S0770,2024-02-10,Hong Kong,Pizza Hut,32608.16426969723
S0771,2024-02-10,Hong Kong,Pizza Hut,43433.699965892483
S0772,2024-02-10,Hong Kong,Pizza Hut,32292.085493973886
S0773,2024-02-10,Hong Kong,Pizza Hut,22983.817980318461
S0774,2024-02-10,Hong Kong,Pizza Hut,25368.684835920918
S0775,2024-02-10,Hong Kong,Pizza Hut,50046.189954057918
S0776,2024-02-10,Hong Kong,Pizza Hut,32623.091137520038
S0777,2024-02-10,Hong Kong,Pizza Hut,25001.734822685026
S0778,2024-02-10,Hong Kong,Pizza Hut,37682.560951914958
S0779,2024-02-10,Hong Kong,Pizza Hut,39886.516171007082
S0780,2024-02-10,Hong Kong,Pizza Hut,36183.928727146216
S0781,2024-02-10,Hong Kong,Pizza Hut,30100.616640019129
S0782,2024-02-10,Hong Kong,Pizza Hut,34868.467429281
S0783,2024-02-10,Hong Kong,Pizza Hut,48899.573358886126
S0784,2024-02-10,Hong Kong,Pizza Hut,40978.8961009643
S0785,2024-02-10,Hong Kong,Pizza Hut,37455.307174546288
S0786,2024-02-10,Hong Kong,Pizza Hut,30607.941007261321
S0787,2024-02-10,Hong Kong,Pizza Hut,23436.961068270088
S0788,2024-02-10,Hong Kong,Pizza Hut,32326.157626262415
S0789,2024-02-10,Hong Kong,Pizza Hut,34070.854795591695
S0790,2024-02-10,Hong Kong,Pizza Hut,25078.94973697605
S0791,2024-02-10,Hong Kong,Pizza Hut,38377.864948615075
S0792,2024-02-10,Hong Kong,Pizza Hut,32426.095475868718
S0328,2024-02-10,Hong Kong,Pizza Hut,46556.966711347814
S0329,2024-02-10,Hong Kong,Pizza Hut,51163.673657720385
S0330,2024-02-10,Hong Kong,Pizza Hut,0.0
S0331,2024-02-10,Hong Kong,Pizza Hut,0.0
S0332,2024-02-10,Hong Kong,Pizza Hut,0.0
S0333,2024-02-10,Hong Kong,Pizza Hut,0.0
S0334,2024-02-10,Hong Kong,Pizza Hut,0.0
S0335,2024-02-10,Hong Kong,Pizza Hut,0.0
S0336,2024-02-10,Hong Kong,Pizza Hut,0.0
S0337,2024-02-10,Hong Kong,Pizza Hut,0.0
S0608,2024-02-10,Hong Kong,Pizza Hut,65144.040489330204
S0609,2024-02-10,Hong Kong,Pizza Hut,106787.50456840795
S0610,2024-02-10,Hong Kong,Pizza Hut,194310.56627317891
S0611,2024-02-10,Hong Kong,Pizza Hut,95599.77544911459
S0612,2024-02-10,Hong Kong,Pizza Hut,94289.723128454047
S0613,2024-02-10,Hong Kong,Pizza Hut,152945.64411216232
S0614,2024-02-10,Hong Kong,Pizza Hut,84926.5333030531
S0615,2024-02-10,Hong Kong,Pizza Hut,107244.83629393225
S0616,2024-02-10,Hong Kong,Pizza Hut,70568.20876125108
S0617,2024-02-10,Hong Kong,Pizza Hut,109548.11603241359
S0618,2024-02-10,Hong Kong,Pizza Hut,60387.1276986619
S0619,2024-02-10,Hong Kong,Pizza Hut,86516.780819261679
S0620,2024-02-10,Hong Kong,Pizza Hut,0.0
S0621,2024-02-10,Hong Kong,Pizza Hut,97742.132361575917
S0622,2024-02-10,Hong Kong,Pizza Hut,61325.95247046509
S0623,2024-02-10,Hong Kong,Pizza Hut,81111.769373735326
S0624,2024-02-10,Hong Kong,Pizza Hut,74868.123516992157
S0625,2024-02-10,Hong Kong,Pizza Hut,65871.403277107282
S0626,2024-02-10,Hong Kong,Pizza Hut,40931.640846416449
S0627,2024-02-10,Hong Kong,Pizza Hut,126697.532899073
S0628,2024-02-10,Hong Kong,Pizza Hut,85153.165048014635
S0629,2024-02-10,Hong Kong,Pizza Hut,119419.15942181354
S0630,2024-02-10,Hong Kong,Pizza Hut,82659.8163004122
S0631,2024-02-10,Hong Kong,Pizza Hut,177906.8489424405
S0632,2024-02-10,Hong Kong,Pizza Hut,190816.57235591044
S0633,2024-02-10,Hong Kong,Pizza Hut,104723.49995521846
S0634,2024-02-10,Hong Kong,Pizza Hut,75509.3188660534
S0635,2024-02-10,Hong Kong,Pizza Hut,111013.22050001562
S0636,2024-02-10,Hong Kong,Pizza Hut,79985.027383913839
S0637,2024-02-10,Hong Kong,Pizza Hut,57225.061461377773
S0638,2024-02-10,Hong Kong,Pizza Hut,66471.740931982742
S0639,2024-02-10,Hong Kong,Pizza Hut,63167.862277682245
S0640,2024-02-10,Hong Kong,Pizza Hut,64812.147731182464
S0641,2024-02-10,Hong Kong,Pizza Hut,54983.341874843049
S0642,2024-02-10,Hong Kong,Pizza Hut,51145.291604272272
S0643,2024-02-10,Hong Kong,Pizza Hut,81731.541080364346
S0644,2024-02-10,Hong Kong,Pizza Hut,87709.428308964314
S0645,2024-02-10,Hong Kong,Pizza Hut,59347.031819271084
S0646,2024-02-10,Hong Kong,Pizza Hut,35508.157270675714
S0647,2024-02-10,Hong Kong,Pizza Hut,41116.048054204024
S0648,2024-02-10,Hong Kong,Pizza Hut,101918.60417900722
S0649,2024-02-10,Hong Kong,Pizza Hut,55103.91364716729
S0650,2024-02-10,Hong Kong,Pizza Hut,85824.402979860432
S0651,2024-02-10,Hong Kong,Pizza Hut,44737.184882296162
S0652,2024-02-10,Hong Kong,Pizza Hut,45952.864883098584
S0653,2024-02-10,Hong Kong,Pizza Hut,65078.770670936377
S0654,2024-02-10,Hong Kong,Pizza Hut,80862.238876465126
S0655,2024-02-10,Hong Kong,Pizza Hut,84244.3091523031
S0656,2024-02-10,Hong Kong,Pizza Hut,88758.660118624539
S0657,2024-02-10,Hong Kong,Pizza Hut,91229.350060337369
S0658,2024-02-10,Hong Kong,Pizza Hut,56430.469053758665
S0659,2024-02-10,Hong Kong,Pizza Hut,49903.787680609683
S0660,2024-02-10,Hong Kong,Pizza Hut,36520.303040127343
S0661,2024-02-10,Hong Kong,Pizza Hut,78921.312025186562
S0662,2024-02-10,Hong Kong,Pizza Hut,33199.984425717608
S0663,2024-02-10,Hong Kong,Pizza Hut,53270.000352627329
S0664,2024-02-10,Hong Kong,Pizza Hut,45846.952907873805
S0665,2024-02-10,Hong Kong,Pizza Hut,62051.408635495252
S0666,2024-02-10,Hong Kong,Pizza Hut,74509.987148794535
S0667,2024-02-10,Hong Kong,Pizza Hut,110979.83308132143
S0668,2024-02-10,Hong Kong,Pizza Hut,51352.757348274492
S0669,2024-02-10,Hong Kong,Pizza Hut,104778.96252421555
S0670,2024-02-10,Hong Kong,Pizza Hut,67582.052360547692
S0671,2024-02-10,Hong Kong,Pizza Hut,59689.212286183574
S0672,2024-02-10,Hong Kong,Pizza Hut,90591.353236072144
S0673,2024-02-10,Hong Kong,Pizza Hut,151286.40605288095
S0674,2024-02-10,Hong Kong,Pizza Hut,162565.66369878605
S0675,2024-02-10,Hong Kong,Pizza Hut,72341.397606126076
S0676,2024-02-10,Hong Kong,Pizza Hut,133164.61295068535
S0677,2024-02-10,Hong Kong,Pizza Hut,93231.458426094061
S0678,2024-02-10,Hong Kong,Pizza Hut,26707.426318446629
S0679,2024-02-10,Hong Kong,Pizza Hut,35785.055824334115
S0680,2024-02-10,Hong Kong,Pizza Hut,78078.8397443181
S0683,2024-02-10,Hong Kong,Pizza Hut,68250.988606271567
S0684,2024-02-10,Hong Kong,Pizza Hut,46221.417493267611
S0685,2024-02-10,Hong Kong,Pizza Hut,91061.163367291883
S0686,2024-02-10,Hong Kong,Pizza Hut,75718.7821730197
S0687,2024-02-10,Hong Kong,Pizza Hut,78003.456738681678
S0688,2024-02-10,Hong Kong,Pizza Hut,73588.402430859642
S0689,2024-02-10,Hong Kong,Pizza Hut,51543.490939909265
S0690,2024-02-10,Hong Kong,Pizza Hut,54145.087892663578
S0691,2024-02-10,Hong Kong,Pizza Hut,59557.806607563616
S0692,2024-02-10,Hong Kong,Pizza Hut,42547.609898636241
S0693,2024-02-10,Hong Kong,Pizza Hut,49790.898562945978
S0694,2024-02-10,Hong Kong,Pizza Hut,46948.072746532205
S0695,2024-02-10,Hong Kong,Pizza Hut,62927.588013249442
S0696,2024-02-10,Hong Kong,Pizza Hut,80844.221249056587
S0697,2024-02-10,Hong Kong,Pizza Hut,42151.877909721785
S0698,2024-02-10,Hong Kong,Pizza Hut,77993.823890467524
S0699,2024-02-10,Hong Kong,Pizza Hut,65738.518904948534
S0700,2024-02-10,Hong Kong,Pizza Hut,63746.891594205379
S0701,2024-02-10,Hong Kong,Pizza Hut,49794.585521917252
S0702,2024-02-10,Hong Kong,Pizza Hut,54570.47595432846
S0703,2024-02-10,Hong Kong,Pizza Hut,59942.470546648059
S0704,2024-02-10,Hong Kong,Pizza Hut,70173.20312688472
S0706,2024-02-10,Hong Kong,Pizza Hut,81661.486859722427
S0707,2024-02-10,Hong Kong,Pizza Hut,80289.528888993867
S0708,2024-02-10,Hong Kong,Pizza Hut,34393.335069755449
S0709,2024-02-10,Hong Kong,Pizza Hut,77120.120912952843
S0710,2024-02-10,Hong Kong,Pizza Hut,58908.633006733522
S0711,2024-02-10,Hong Kong,Pizza Hut,56057.909497583561
S0712,2024-02-10,Hong Kong,Pizza Hut,21328.321807443219
S0721,2024-02-10,Hong Kong,Pizza Hut,94644.446992565092
S0722,2024-02-10,Hong Kong,Pizza Hut,37611.428553126934
S0344,2024-02-10,Vietnam,Pizza Hut,16329417.346085723
S0345,2024-02-10,Vietnam,Pizza Hut,13226462.217517706
S0346,2024-02-10,Vietnam,Pizza Hut,8402541.944241602
S0347,2024-02-10,Vietnam,Pizza Hut,10553096.218910843
S0352,2024-02-10,Vietnam,Pizza Hut,16893618.540723428
S0353,2024-02-10,Vietnam,Pizza Hut,16463693.513421953
S0354,2024-02-10,Vietnam,Pizza Hut,9477588.2625854574
S0355,2024-02-10,Vietnam,Pizza Hut,19696510.351541612
S0356,2024-02-10,Vietnam,Pizza Hut,22421145.479660045
S0357,2024-02-10,Vietnam,Pizza Hut,14915855.87759329
S0358,2024-02-10,Vietnam,Pizza Hut,10126261.709786896
S0359,2024-02-10,Vietnam,Pizza Hut,13740623.33904722
S0360,2024-02-10,Vietnam,Pizza Hut,25698474.496631082
S0361,2024-02-10,Vietnam,Pizza Hut,14205796.087259727
S0362,2024-02-10,Vietnam,Pizza Hut,20883202.728910107
S0363,2024-02-10,Vietnam,Pizza Hut,11726209.971976168
S0364,2024-02-10,Vietnam,Pizza Hut,11793346.399615811
S0365,2024-02-10,Vietnam,Pizza Hut,11356051.886847885
S0366,2024-02-10,Vietnam,Pizza Hut,15873814.407835787
S0367,2024-02-10,Vietnam,Pizza Hut,9666359.7254072856
S0368,2024-02-10,Vietnam,Pizza Hut,7982687.7833806593
S0369,2024-02-10,Vietnam,Pizza Hut,10978076.012532128
S0370,2024-02-10,Vietnam,Pizza Hut,14065411.371368559
S0371,2024-02-10,Vietnam,Pizza Hut,15370634.518468812
S0372,2024-02-10,Vietnam,Pizza Hut,14641008.848994486
S0373,2024-02-10,Vietnam,Pizza Hut,16381415.161000561
S0374,2024-02-10,Vietnam,Pizza Hut,19033415.703443456
S0375,2024-02-10,Vietnam,Pizza Hut,11597409.032476394
S0376,2024-02-10,Vietnam,Pizza Hut,12035765.631770043
S0377,2024-02-10,Vietnam,Pizza Hut,5945656.0284716357
S0378,2024-02-10,Vietnam,Pizza Hut,9290418.535161946
S0379,2024-02-10,Vietnam,Pizza Hut,23183018.491606336
S0381,2024-02-10,Vietnam,Pizza Hut,22650916.058635898
S0382,2024-02-10,Vietnam,Pizza Hut,22132617.177631862
S0383,2024-02-10,Vietnam,Pizza Hut,14851303.710204143
S0384,2024-02-10,Vietnam,Pizza Hut,27685332.773285579
S0385,2024-02-10,Vietnam,Pizza Hut,24289785.744587205
S0386,2024-02-10,Vietnam,Pizza Hut,13898339.721092053
S0387,2024-02-10,Vietnam,Pizza Hut,15894192.632311704
S0388,2024-02-10,Vietnam,Pizza Hut,29435514.898363408
S0389,2024-02-10,Vietnam,Pizza Hut,26489320.369721845
S0390,2024-02-10,Vietnam,Pizza Hut,31887840.688301682
S0391,2024-02-10,Vietnam,Pizza Hut,11849784.90981541
S0392,2024-02-10,Vietnam,Pizza Hut,16978515.390354414
S0393,2024-02-10,Vietnam,Pizza Hut,12258789.523887517
S0394,2024-02-10,Vietnam,Pizza Hut,31421420.369183823
S0395,2024-02-10,Vietnam,Pizza Hut,16164793.789633533
S0396,2024-02-10,Vietnam,Pizza Hut,20791434.904250994
S0397,2024-02-10,Vietnam,Pizza Hut,54058004.029246435
S0398,2024-02-10,Vietnam,Pizza Hut,14661946.296917841
S0399,2024-02-10,Vietnam,Pizza Hut,25166588.333631873
S0400,2024-02-10,Vietnam,Pizza Hut,19604157.652415115
S0401,2024-02-10,Vietnam,Pizza Hut,18973438.707886234
S0402,2024-02-10,Vietnam,Pizza Hut,13650426.264634164
S0403,2024-02-10,Vietnam,Pizza Hut,12837329.471245075
S0404,2024-02-10,Vietnam,Pizza Hut,16537811.494487517
S0405,2024-02-10,Vietnam,Pizza Hut,18246643.179474629
S0406,2024-02-10,Vietnam,Pizza Hut,16669686.160668217
S0407,2024-02-10,Vietnam,Pizza Hut,30355332.894140951
S0409,2024-02-10,Vietnam,Pizza Hut,21492318.328370754
S0410,2024-02-10,Vietnam,Pizza Hut,16405136.417025412
S0411,2024-02-10,Vietnam,Pizza Hut,16002299.103431066
S0412,2024-02-10,Vietnam,Pizza Hut,14071907.588286843
S0413,2024-02-10,Vietnam,Pizza Hut,16108044.862613913
S0414,2024-02-10,Vietnam,Pizza Hut,13241878.921965308
S0415,2024-02-10,Vietnam,Pizza Hut,16909968.170851648
S0416,2024-02-10,Vietnam,Pizza Hut,18674515.454137959
S0417,2024-02-10,Vietnam,Pizza Hut,16539135.750177363
S0418,2024-02-10,Vietnam,Pizza Hut,25418861.075317819
S0419,2024-02-10,Vietnam,Pizza Hut,13836806.053201839
S0420,2024-02-10,Vietnam,Pizza Hut,16360590.552911932
S0421,2024-02-10,Vietnam,Pizza Hut,20733952.958089732
S0422,2024-02-10,Vietnam,Pizza Hut,11613941.473278346
S0423,2024-02-10,Vietnam,Pizza Hut,19002886.940196864
S0424,2024-02-10,Vietnam,Pizza Hut,20450871.728669289
S0425,2024-02-10,Vietnam,Pizza Hut,14123809.954015587
S0426,2024-02-10,Vietnam,Pizza Hut,19625799.480982024
S0427,2024-02-10,Vietnam,Pizza Hut,19306726.760523431
S0429,2024-02-10,Vietnam,Pizza Hut,12278850.043276757
S0430,2024-02-10,Vietnam,Pizza Hut,13924076.263073916
S0431,2024-02-10,Vietnam,Pizza Hut,14078340.731252514
S0432,2024-02-10,Vietnam,Pizza Hut,20626026.529440369
S0433,2024-02-10,Vietnam,Pizza Hut,15439764.295709917
S0434,2024-02-10,Vietnam,Pizza Hut,22517805.26088075
S0435,2024-02-10,Vietnam,Pizza Hut,13718164.48237098
S0436,2024-02-10,Vietnam,Pizza Hut,15147575.721308513
S0438,2024-02-10,Vietnam,Pizza Hut,13076396.310334746
S0439,2024-02-10,Vietnam,Pizza Hut,17973811.989073832
S0440,2024-02-10,Vietnam,Pizza Hut,27191451.678498637
S0441,2024-02-10,Vietnam,Pizza Hut,17746815.186170995
S0442,2024-02-10,Vietnam,Pizza Hut,20210926.356928546
S0443,2024-02-10,Vietnam,Pizza Hut,17383423.059625961
S0445,2024-02-10,Vietnam,Pizza Hut,14144898.754779479
S0446,2024-02-10,Vietnam,Pizza Hut,15681046.547577485
S0447,2024-02-10,Vietnam,Pizza Hut,12197613.034094788
S0448,2024-02-10,Vietnam,Pizza Hut,9114786.0521895811
S0449,2024-02-10,Vietnam,Pizza Hut,16217215.568152297
S0450,2024-02-10,Vietnam,Pizza Hut,13557935.742948571
S0451,2024-02-10,Vietnam,Pizza Hut,9531486.0432086159
S0452,2024-02-10,Vietnam,Pizza Hut,13621186.528721221
S0453,2024-02-10,Vietnam,Pizza Hut,10398264.009489914
S0454,2024-02-10,Vietnam,Pizza Hut,8884677.57220057
S0455,2024-02-10,Vietnam,Pizza Hut,25728214.954764992
S0456,2024-02-10,Vietnam,Pizza Hut,16568543.601298319
S0457,2024-02-10,Vietnam,Pizza Hut,10114477.402821256
S0458,2024-02-10,Vietnam,Pizza Hut,11789656.072843207
S0459,2024-02-10,Vietnam,Pizza Hut,9194807.55260835
S0460,2024-02-10,Vietnam,Pizza Hut,11898298.389927162
S0461,2024-02-10,Vietnam,Pizza Hut,14943198.108092049
S0462,2024-02-10,Vietnam,Pizza Hut,20798041.373546079
S0463,2024-02-10,Vietnam,Pizza Hut,19149128.53046757
S0464,2024-02-10,Vietnam,Pizza Hut,9647273.339578988
S0465,2024-02-10,Vietnam,Pizza Hut,19744025.296289492
S0466,2024-02-10,Vietnam,Pizza Hut,9250243.9186663758
S0467,2024-02-10,Vietnam,Pizza Hut,13457299.83411614
S0468,2024-02-10,Vietnam,Pizza Hut,19872270.771383937
S0469,2024-02-10,Vietnam,Pizza Hut,20707468.819624089
S0475,2024-02-10,Vietnam,Pizza Hut,29837126.027877737
S0480,2024-02-10,Vietnam,Pizza Hut,22384382.30694744
S0488,2024-02-10,Vietnam,Pizza Hut,10512066.45016752
S0489,2024-02-10,Vietnam,Pizza Hut,20289985.323684268
S0490,2024-02-10,Vietnam,Pizza Hut,28673912.252496004
S0493,2024-02-10,Vietnam,Pizza Hut,19243088.627435081
S0494,2024-02-10,Vietnam,Pizza Hut,28611178.222987153
S0496,2024-02-10,Vietnam,Pizza Hut,16468790.935826104
S0498,2024-02-10,Vietnam,Pizza Hut,17187663.242426
S0499,2024-02-10,Vietnam,Pizza Hut,27358752.916399408
S0501,2024-02-10,Vietnam,Pizza Hut,23062932.231603798
S0502,2024-02-10,Vietnam,Pizza Hut,22965216.949389309
S0503,2024-02-10,Vietnam,Pizza Hut,11889240.855663445
S0504,2024-02-10,Vietnam,Pizza Hut,18222811.631209176
S0505,2024-02-10,Vietnam,Pizza Hut,27602638.849878296
S0506,2024-02-10,Vietnam,Pizza Hut,18393707.029765803
S0507,2024-02-10,Vietnam,Pizza Hut,12059722.731767671
S0509,2024-02-10,Vietnam,Pizza Hut,32721135.45856702
S0995,2024-02-10,Vietnam,Pizza Hut,59495114.07433594
S0793,2024-02-10,Taiwan,KFC,181564.54048866319
S0795,2024-02-10,Taiwan,KFC,180602.83598671138
S0796,2024-02-10,Taiwan,KFC,240400.89086513154
S0797,2024-02-10,Taiwan,KFC,217611.03981701174
S0798,2024-02-10,Taiwan,KFC,347274.029414326
S0799,2024-02-10,Taiwan,KFC,401605.55042548792
S0800,2024-02-10,Taiwan,KFC,171179.40296124565
S0801,2024-02-10,Taiwan,KFC,168043.02974043079
S0802,2024-02-10,Taiwan,KFC,253840.40509843756
S0803,2024-02-10,Taiwan,KFC,285606.14856862184
S0804,2024-02-10,Taiwan,KFC,199941.49208951677
S0805,2024-02-10,Taiwan,KFC,326171.75093325361
S0806,2024-02-10,Taiwan,KFC,367063.91607099044
S0807,2024-02-10,Taiwan,KFC,228762.52099333421
S0808,2024-02-10,Taiwan,KFC,226734.52798457578
S0809,2024-02-10,Taiwan,KFC,184302.43865047715
S0810,2024-02-10,Taiwan,KFC,411908.86608353903
S0812,2024-02-10,Taiwan,KFC,345652.86642708862
S0813,2024-02-10,Taiwan,KFC,273597.71743196173
S0814,2024-02-10,Taiwan,KFC,187712.12338176311
S0815,2024-02-10,Taiwan,KFC,287541.13522834482
S0816,2024-02-10,Taiwan,KFC,299154.93020275596
S0817,2024-02-10,Taiwan,KFC,258377.86788295503
S0818,2024-02-10,Taiwan,KFC,285167.35119175114
S0819,2024-02-10,Taiwan,KFC,291432.13809501566
S0820,2024-02-10,Taiwan,KFC,267108.53635594528
S0821,2024-02-10,Taiwan,KFC,156582.82956704037
S0822,2024-02-10,Taiwan,KFC,104311.82636756865
S0823,2024-02-10,Taiwan,KFC,416702.75528944918
S0824,2024-02-10,Taiwan,KFC,121533.13707395647
S0825,2024-02-10,Taiwan,KFC,226506.87662177681
S0826,2024-02-10,Taiwan,KFC,385995.67460789089
S0827,2024-02-10,Taiwan,KFC,275861.80306474731
S0828,2024-02-10,Taiwan,KFC,304556.246946762
S0829,2024-02-10,Taiwan,KFC,349309.06596527481
S0830,2024-02-10,Taiwan,KFC,284751.10732203146
S0831,2024-02-10,Taiwan,KFC,251115.54605111259
S0832,2024-02-10,Taiwan,KFC,316812.34086629591
S0833,2024-02-10,Taiwan,KFC,165745.08923587482
S0834,2024-02-10,Taiwan,KFC,227959.25115058702
S0835,2024-02-10,Taiwan,KFC,390076.96768924862
S0836,2024-02-10,Taiwan,KFC,218890.5811998352
S0837,2024-02-10,Taiwan,KFC,267174.76281875465
S0838,2024-02-10,Taiwan,KFC,290867.800703011
S0839,2024-02-10,Taiwan,KFC,265353.38707152475
S0840,2024-02-10,Taiwan,KFC,316447.03440377949
S0841,2024-02-10,Taiwan,KFC,200861.17385045675
S0842,2024-02-10,Taiwan,KFC,351662.000510706
S0843,2024-02-10,Taiwan,KFC,319692.78106088989
S0844,2024-02-10,Taiwan,KFC,288919.06336866127
S0845,2024-02-10,Taiwan,KFC,263034.2304215866
S0846,2024-02-10,Taiwan,KFC,321939.9508953208
S0847,2024-02-10,Taiwan,KFC,271039.09338955075
S0848,2024-02-10,Taiwan,KFC,322429.68798052386
S0849,2024-02-10,Taiwan,KFC,266799.46747394628
S0850,2024-02-10,Taiwan,KFC,159007.06640394541
S0851,2024-02-10,Taiwan,KFC,424449.24974768
S0852,2024-02-10,Taiwan,KFC,306682.66654123837
S0853,2024-02-10,Taiwan,KFC,243695.22483103798
S0854,2024-02-10,Taiwan,KFC,336587.45863868482
S0855,2024-02-10,Taiwan,KFC,310635.39938404452
